DATE,OPEN,HIGH,LOW,LTP,CLOSE,SYMBOL
2021-06-30,431.05,431.05,431.05,431.05,431.05,IWEL
2021-06-29,410.55,410.55,410.55,410.55,410.55,IWEL
2021-06-28,373.25,373.25,373.25,373.25,373.25,IWEL
2021-06-25,339.35,339.35,339.35,339.35,339.35,IWEL
